file_before,well,width_um_before,width_std_um_before,scratch_area_px_before,width_cv_before,valid_rows_before,cell_confluence_outside_scratch_before,qc_flag_before,overlay_path_before,panel_path_before,mode_before,file_after,width_um_after,width_std_um_after,scratch_area_px_after,width_cv_after,valid_rows_after,cell_confluence_outside_scratch_after,qc_flag_after,overlay_path_after,panel_path_after,mode_after,width_um_effective,light,time,treatment_file,closure_um,percent_closure
34D7.jpg,D7,930.7364501953125,306.84033203125,1344809,0.32967478036880493,2337,0.46250318475750046,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_34D7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_34D7_panel.png,before,PTD7.jpg,513.7025146484375,130.7270965576172,709006,0.25448012351989746,2225,0.4640803424465826,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD7_panel.png,after,513.7025146484375,unknown,unknown,,417.033935546875,0.448068769047738
35D6.jpg,D6,1154.0479736328125,256.7167053222656,1454871,0.2224489152431488,1974,0.4616206690328996,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_35D6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_35D6_panel.png,before,PTD6.jpg,446.7029724121094,150.39100646972656,353903,0.3366689085960388,939,0.46771680202588584,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD6_panel.png,after,446.7029724121094,R,10 min,tD6_R_10m.jpg,707.3450012207031,0.6129251273619597
37A12.jpg,A12,1182.223388671875,255.62269592285156,1755265,0.21622197329998016,2347,0.4646205108570256,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_37A12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_37A12_panel.png,before,PTA12.jpg,1044.2080078125,223.40687561035156,718074,0.21394862234592438,1092,0.4671677845260644,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA12_panel.png,after,1044.2080078125,UV,10 min,tA12_UV_10m.jpg,138.015380859375,0.11674221824897514
38A9.jpg,A9,1018.3458251953125,198.34793090820312,1535043,0.19477462768554688,2344,0.4639093777676934,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_38A9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_38A9_panel.png,before,PTA9.jpg,821.5347290039062,218.79905700683594,909483,0.26632964611053467,2043,0.4647599068111465,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA9_panel.png,after,821.5347290039062,UV,10 s,tA9_UV_10.jpg,196.81109619140625,0.19326548145239275
39A8.jpg,A8,925.421142578125,248.5677032470703,1416203,0.2685995399951935,2340,0.45981592809766786,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_39A8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_39A8_panel.png,before,PTA8.jpg,650.9819946289062,188.12600708007812,474044,0.28898802399635315,1205,0.46756506299641387,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA8_panel.png,after,650.9819946289062,unknown,unknown,,274.43914794921875,0.2965559520119245
40A7.jpg,A7,1536.7623291015625,263.59619140625,2240406,0.1715269684791565,2335,0.45790498817311454,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_40A7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_40A7_panel.png,before,PTA7.jpg,708.148681640625,159.74252319335938,623187,0.22557765245437622,1493,0.4598054025820127,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA7_panel.png,after,708.148681640625,unknown,unknown,,828.6136474609375,0.5391944035649091
41A3.jpg,A3,1007.5191650390625,153.98524475097656,1458985,0.15283605456352234,2195,0.4661690152795356,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_41A3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_41A3_panel.png,before,PTA3.jpg,508.80096435546875,171.7238311767578,570220,0.33750689029693604,1828,0.4647714714408905,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA3_panel.png,after,508.80096435546875,R,10 s,tA3_R_10.jpg,498.71820068359375,0.49499624224444205
42A2.jpg,A2,975.67138671875,139.37229919433594,1522502,0.14284758269786835,2354,0.46379146057904946,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_42A2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_42A2_panel.png,before,PTA2.jpg,779.24951171875,188.52597045898438,828608,0.2419327348470688,1588,0.46797240004313256,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA2_panel.png,after,779.24951171875,unknown,unknown,,196.421875,0.20131970423010997
43E12.jpg,E12,966.5444946289062,272.51812744140625,1756578,0.2819509506225586,1966,0.4633009332857453,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_43E12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_43E12_panel.png,before,PTE12.jpg,674.40234375,158.9982147216797,930903,0.23576165735721588,2363,0.4678094411735501,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE12_panel.png,after,674.40234375,UV,10 min,tE12_UV_10m.jpg,292.14215087890625,0.30225421850969303
45E9.jpg,E9,1904.294189453125,245.41241455078125,1995411,0.12887315452098846,1782,0.46460794408013895,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_45E9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_45E9_panel.png,before,PTE9.jpg,,,0,,0,0.4635054958107829,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE9_panel.png,after,0.0,UV,10 s,tE9_UV_10.jpg,1904.294189453125,1.0
