file_before,well,width_um_before,width_std_um_before,scratch_area_px_before,width_cv_before,valid_rows_before,cell_confluence_outside_scratch_before,qc_flag_before,overlay_path_before,panel_path_before,mode_before,file_after,width_um_after,width_std_um_after,scratch_area_px_after,width_cv_after,valid_rows_after,cell_confluence_outside_scratch_after,qc_flag_after,overlay_path_after,panel_path_after,mode_after,width_um_effective,light,time,treatment_file,closure_um,percent_closure,col_protocol,group_protocol,time_protocol
23D2.jpg,D2,1135.5126953125,149.81028747558594,1759246,0.1319318562746048,2340,0.468338879896812,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_23D2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_23D2_panel.png,before,PTD2.jpg,902.2642822265624,230.53179931640625,688960,0.2555036246776581,1205,0.4701226179259004,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD2_panel.png,after,902.2642822265624,unknown,unknown,,233.2484130859375,0.2054124221145287,2,control_R,control
24D1.jpg,D1,1492.3902587890625,283.29022216796875,2180452,0.1898231506347656,2334,0.4640325543260499,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_24D1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_24D1_panel.png,before,PTD1.jpg,778.7940673828125,208.9971160888672,1001766,0.2683599293231964,2313,0.4655560231295962,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD1_panel.png,after,778.7940673828125,control,5 min,tD1_control_R_5m.jpg,713.59619140625,0.4781565593876682,1,control_global,control
25D3.jpg,D3,1138.8997802734375,149.3156280517578,1764286,0.1311051547527313,2337,0.46664180359637,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_25D3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_25D3_panel.png,before,PTD3.jpg,823.0650634765625,224.3155517578125,809022,0.2725368440151214,1647,0.4648197790151283,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD3_panel.png,after,823.0650634765625,R,10 s,tD3_R_10.jpg,315.834716796875,0.2773156359034914,3,R,10s
26D4.jpg,D4,1719.714111328125,477.9193420410156,1182465,0.2779062688350677,1059,0.4585211492054819,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_26D4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_26D4_panel.png,before,PTD4.jpg,840.5071411132812,188.3318023681641,501970,0.2240692675113678,1029,0.4677830038401059,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD4_panel.png,after,840.5071411132812,R,1 min,tD4_R_1m.jpg,879.2069702148438,0.5112518205341918,4,R,1m
27D5.jpg,D5,1050.503662109375,197.5132598876953,1608028,0.1880176663398742,2310,0.4625676255591077,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_27D5_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_27D5_panel.png,before,PTD5.jpg,1122.960693359375,245.2142639160156,737110,0.2183640599250793,1132,0.4698256146885698,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD5_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD5_panel.png,after,1122.960693359375,R,5 min,tD5_R_5m.jpg,-72.45703125,-0.0689736112909009,5,R,5m
28D8.jpg,D8,1367.503662109375,368.3210754394531,2032080,0.2693382799625397,2345,0.4602293588844421,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_28D8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_28D8_panel.png,before,PTD8.jpg,,,0,,0,0.4664620309194671,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD8_panel.png,after,0.0,unknown,unknown,,1367.503662109375,1.0,8,control_UV,control
31E11.jpg,E11,1544.8824462890625,396.59716796875,2163281,0.2567167282104492,2326,0.4594424259553886,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_31E11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_31E11_panel.png,before,PTE11.jpg,,,0,,0,0.4563879923077639,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE11_panel.png,after,0.0,UV,5 min,tE11_UV_5m.jpg,1544.8824462890625,1.0,11,UV,5m
32E6.jpg,E6,1448.64306640625,252.70635986328125,2109734,0.1744434982538223,2334,0.4582755636582599,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_32E6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_32E6_panel.png,before,PTE6.jpg,,,0,,0,0.4638918458298075,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE6_panel.png,after,0.0,R,10 min,tE6_R_10m.jpg,1448.64306640625,1.0,6,R,10m
33D10.jpg,D10,1053.5040283203125,189.5500640869141,1585607,0.1799234300851822,2321,0.4588593432206206,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_33D10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_33D10_panel.png,before,PTD10.jpg,556.1030883789062,94.30213165283205,213931,0.1695767045021057,714,0.4659591861211981,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD10_panel.png,after,556.1030883789062,UV,1 min,tD10_UV_1m.jpg,497.40093994140625,0.4721395709653367,10,UV,1m
35D6.jpg,D6,1154.0479736328125,256.7167053222656,1454871,0.2224489152431488,1974,0.4616206690328996,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_35D6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_35D6_panel.png,before,PTD6.jpg,446.7029724121094,150.39100646972656,353903,0.3366689085960388,939,0.4677168020258858,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD6_panel.png,after,446.7029724121094,R,10 min,tD6_R_10m.jpg,707.3450012207031,0.6129251273619597,6,R,10m
37A12.jpg,A12,1182.223388671875,255.62269592285156,1755265,0.2162219732999801,2347,0.4646205108570256,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_37A12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_37A12_panel.png,before,PTA12.jpg,1044.2080078125,223.40687561035156,718074,0.2139486223459243,1092,0.4671677845260644,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA12_panel.png,after,1044.2080078125,UV,10 min,tA12_UV_10m.jpg,138.015380859375,0.1167422182489751,12,UV,10m
38A9.jpg,A9,1018.3458251953124,198.34793090820312,1535043,0.1947746276855468,2344,0.4639093777676934,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_38A9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_38A9_panel.png,before,PTA9.jpg,821.5347290039062,218.7990570068359,909483,0.2663296461105346,2043,0.4647599068111465,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA9_panel.png,after,821.5347290039062,UV,10 s,tA9_UV_10.jpg,196.81109619140625,0.1932654814523927,9,UV,10s
39A8.jpg,A8,925.421142578125,248.5677032470703,1416203,0.2685995399951935,2340,0.4598159280976678,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_39A8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_39A8_panel.png,before,PTA8.jpg,650.9819946289062,188.12600708007812,474044,0.2889880239963531,1205,0.4675650629964138,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA8_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA8_panel.png,after,650.9819946289062,unknown,unknown,,274.43914794921875,0.2965559520119245,8,control_UV,control
41A3.jpg,A3,1007.5191650390624,153.98524475097656,1458985,0.1528360545635223,2195,0.4661690152795356,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_41A3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_41A3_panel.png,before,PTA3.jpg,508.8009643554687,171.7238311767578,570220,0.337506890296936,1828,0.4647714714408905,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA3_panel.png,after,508.8009643554687,R,10 s,tA3_R_10.jpg,498.71820068359375,0.494996242244442,3,R,10s
42A2.jpg,A2,975.67138671875,139.37229919433594,1522502,0.1428475826978683,2354,0.4637914605790494,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_42A2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_42A2_panel.png,before,PTA2.jpg,779.24951171875,188.5259704589844,828608,0.2419327348470688,1588,0.4679724000431325,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA2_panel.png,after,779.24951171875,unknown,unknown,,196.421875,0.2013197042301099,2,control_R,control
43E12.jpg,E12,966.5444946289062,272.51812744140625,1756578,0.2819509506225586,1966,0.4633009332857453,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_43E12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_43E12_panel.png,before,PTE12.jpg,674.40234375,158.9982147216797,930903,0.2357616573572158,2363,0.4678094411735501,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE12_panel.png,after,674.40234375,UV,10 min,tE12_UV_10m.jpg,292.14215087890625,0.302254218509693,12,UV,10m
45E9.jpg,E9,1904.294189453125,245.41241455078125,1995411,0.1288731545209884,1782,0.4646079440801389,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_45E9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_45E9_panel.png,before,PTE9.jpg,,,0,,0,0.4635054958107829,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE9_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE9_panel.png,after,0.0,UV,10 s,tE9_UV_10.jpg,1904.294189453125,1.0,9,UV,10s
49E4.jpg,E4,1446.8642578125,454.6656799316406,2117009,0.3142421245574951,2346,0.4590352255062149,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_49E4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_49E4_panel.png,before,PTE4.jpg,,,0,,0,0.4623922847533347,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE4_panel.png,after,0.0,R,1 min,tE4_R_1m.jpg,1446.8642578125,1.0,4,R,1m
4A11.jpg,A11,1142.7779541015625,325.0197448730469,1263849,0.2844119966030121,1713,0.4592157758823543,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_4A11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_4A11_panel.png,before,PTA11.jpg,753.7117309570312,175.4280548095703,553204,0.2327521741390228,1233,0.466962366546129,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA11_panel.png,after,753.7117309570312,UV,5 min,tA11_UV_5m.jpg,389.0662231445313,0.3404565355396711,11,UV,5m
50E3.jpg,E3,1063.176513671875,133.00851440429688,1658730,0.1251048296689987,2353,0.4700479642239998,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_50E3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_50E3_panel.png,before,PTE3.jpg,,,0,,0,0.4635909528141435,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE3_panel.png,after,0.0,R,10 s,tE3_R_10.jpg,1063.176513671875,1.0,3,R,10s
51E2.jpg,E2,1181.1256103515625,163.3891143798828,1760183,0.1383333951234817,2239,0.4686465491435015,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_51E2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_51E2_panel.png,before,PTE2.jpg,,,0,,0,0.4679637481163654,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE2_panel.png,after,0.0,unknown,unknown,,1181.1256103515625,1.0,2,control_R,control
52E1.jpg,E1,1591.4847412109375,281.9110412597656,1982975,0.1771371364593505,2318,0.4665692105529339,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_52E1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_52E1_panel.png,before,PTE1.jpg,,,0,,0,0.4652662445208389,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE1_panel.png,after,0.0,control,10 min,tE1_control_R_10m.jpg,1591.4847412109375,1.0,1,control_global,control
53D12.jpg,D12,1067.517578125,295.1593322753906,1565799,0.2764913141727447,2354,0.4610010789010055,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_53D12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_53D12_panel.png,before,PTD12.jpg,,,0,,0,0.4640583979759716,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD12_panel.png,after,0.0,UV,10 min,tD12_UV_10m.jpg,1067.517578125,1.0,12,UV,10m
54D11.jpg,D11,1447.2509765625,408.3197326660156,2084950,0.2821346819400787,2330,0.4575531664513517,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_54D11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_54D11_panel.png,before,PTD11.jpg,,,0,,0,0.4598139898001694,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD11_panel.png,after,0.0,UV,5 min,tD11_UV_5m.jpg,1447.2509765625,1.0,11,UV,5m
55C12.jpg,C12,1106.968505859375,186.9366149902344,1701638,0.1688725650310516,2353,0.4587576510204557,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_55C12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_55C12_panel.png,before,PTC12.jpg,503.5347595214844,123.63091278076172,362584,0.2455260753631591,1152,0.4638562540512421,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC12_panel.png,after,503.5347595214844,UV,10 min,tC12_UV_10m.jpg,603.4337463378906,0.5451227773363125,12,UV,10m
56C11.jpg,C11,1864.5535888671875,348.2992858886719,2445545,0.1868003457784652,2260,0.4590029710428078,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_56C11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_56C11_panel.png,before,PTC11.jpg,853.2987060546875,255.03079223632812,533874,0.2988763153553009,1255,0.4576579202932141,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC11_panel.png,after,853.2987060546875,UV,5 min,tC11_UV_5m.jpg,1011.2548828125,0.5423576393032981,11,UV,5m
57C10.jpg,C10,2036.486083984375,289.5783996582031,936264,0.1421951353549957,859,0.4821027327489025,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_57C10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_57C10_panel.png,before,PTC10.jpg,806.6342163085938,226.87939453125,604636,0.2812667489051819,1355,0.4620784360223449,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC10_panel.png,after,806.6342163085938,UV,1 min,tC10_UV_1m.jpg,1229.8518676757812,0.6039088002357385,10,UV,1m
5A6.jpg,A6,910.5855712890624,199.72122192382812,1400370,0.2193327397108078,2312,0.4653858319332071,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_5A6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_5A6_panel.png,before,PTA6.jpg,604.0307006835938,160.326904296875,423987,0.2654284238815307,1223,0.4682202635952517,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA6_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA6_panel.png,after,604.0307006835938,R,10 min,tA6_R_10m.jpg,306.55487060546875,0.3366568505708882,6,R,10m
6A10.jpg,A10,1613.3238525390625,364.0953369140625,2114831,0.2256802469491958,2112,0.4588215534519024,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_6A10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_6A10_panel.png,before,PTA10.jpg,,,0,,0,0.4644476811773634,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA10_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA10_panel.png,after,0.0,UV,1 min,tA10_UV_1m.jpg,1613.3238525390625,1.0,10,UV,1m
9B3.jpg,B3,1128.76123046875,229.43797302246097,1682090,0.20326529443264,2327,0.4683955401464666,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_9B3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_9B3_panel.png,before,PTB3.jpg,874.8279418945312,238.56884765625,987678,0.2727037370204925,2143,0.4662283689299445,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTB3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTB3_panel.png,after,874.8279418945312,R,10 s,tB3_R_10.jpg,253.93328857421875,0.2249663451576608,3,R,10s
